URL,Coin,Symbol,Market
rialto.ai,,XRL,Platform
oxfina.com,,OX,Cryptocurrency
slogn.net,,SLOGN,Internet and Infrastructure
adex.network,,ADX,Ad Tech
300tokensparta.com,,300,
neverdie.io,,NDC,Events & Entertainment
dao.casino,,BET,Gambling
moneytech.farm,,MT,
suncontract.org,,SNC,"Platform,Energy and Utilities"
trueflip.io,,TFL,Gambling
nimiq.com,,NET,Cryptocurrency
ethos.io,,ETHOS,
mybit.io,,MyB,Investment and Trading
eos.io,,EOS,DAOs
primalbase.com,,PBT,Real Estate
adtoken.com,,ADT,Ad Tech
geofounders.com,,GUNS,"Platform,Cryptocurrency,Software Development"
tenx.tech,,TM-TENX,"Financial Services,Payment Systems"
populous.co,,PPT,DAOs
omg.omise.co,,OMG,Payment Systems
funfair.io,,FUN,Gambling
openanx.org,,OAX,"Cryptocurrency,Financial Services"
civic.com,,CVC,DAOs
skincoin.org,,SKIN,"Platform,Cryptocurrency"
silvercoin.io,,SVC,Sharing Economy: Other
ico.gilgam.es,,GGS,Events & Entertainment
coin.corion.io,,COR,Digital Asset
sonm.com,,SPT,Crowdfunding/Crowdsourcing
compcoin.com,,CMP,Investment and Trading
orocrypt.com,,OROC,
fundyourselfnow.com,,FYN,Investment and Trading
superdao.io,,SUP,DAOs
bancor.network,,BNT,Software Development
atbcoin.com,,ATB,Financial Services
21million.co.uk,,21MCoin,Media/News/Content
metalpay.com,,MTL,Payment Systems
cofound.it,,CFI,Crowdfunding/Crowdsourcing
wtt.cryptonomos.com,,WTT,Mining and Staking
wagerr.com,,WGR,Gambling
dcorp.it,,DRP,Crowdfunding/Crowdsourcing
sphre.co,,XID,Identity Protection/Privacy/Reputation
encrypgen.com,,DNA,Software Development
basicattentiontoken.org,,BAT,Ad Tech
patientory.com,,PTOY,Drugs & Healthcare
polybius.io,,PLBT,Digital Asset
mysterium.network,,MYST,"Network,Communications/Mobile"
aeternity.com,,AE,Digital Asset
octanox.org,,OTX,Payment Systems
zengold.org,,ZGC,Platform
cryptoping.tech,,PING,"Computing,AI,Data"
nvo.io,,NVOT,Identity Protection/Privacy/Reputation
onegram.org,,OGC,Financial Services
ico.crypviser.net,,CV,Decentralized Marketplace/Commerce
storj.io,,SJCX,Sharing Economy: Data Storage
mona.co,,MCO,"Financial Services,Payment Systems"
aragon.one,,ANT,Software Development
minexcoin.com,,MNX,Payment Systems
zrcoin.io,,ZRCOIN,Asset Tokenization
boscoin.io,,BOS,DAOs
voise.it,,VSM,Art & Music
embermine.com,,EMB,Payments
tokencard.io,,TKN,Financial Services
e4row.com,,E4ROW,Gambling
adelphoi.io,,ADL,Decentralized Marketplace/Commerce
theqrl.org,,QRL,"Computing,AI,Data"
vivaco.in,,VIVA,Cryptocurrency
backto.earth,,SRC,Real Estate
gamecredits.com,,MOBILEGOTOKEN,"Virtual Reality,Gaming Currencies"
veritas.veritaseum.com,,VERI,DAOs
exscudo.com,,EON,Financial Services
ico.encryptotel.com,,ETT,"Network,Communications/Mobile"
sikoba.com,,SIKOBA,Scam
iex.ec,,RLC,"Computing,AI,Data"
legendsroom.vegas,,VIP,"Events & Entertainment,Cryptocurrency"
ico.ethbits.com,,ETB,Financial Services
blockchain.capital,,BCAP,Investment and Trading
ecobit.io,,ECOB,IoT
leviarcoin.org,,XLC,Gaming Currencies
humaniq.com,,HMQ,Financial Services
cosmos.network,,ATOM,Internet and Infrastructure
matchpool.com,,GUP,Platform
capitalexpanse.net,,CapX,Financial Services
lunyr.com,,LUN,Education
taas.fund,,TAAS,Investment and Trading
coinstorm.net,,HYBRID,Financial Services
particl.io,,Safe Haven,"Identity Protection/Privacy/Reputation,Security and Protection"
creativechain.org,,CREA,Registration and Authenticity
qtum.org,,QTUM,Digital Asset
wetrust.io,,TRST,Platform
edgeless.io,,EDG,Gambling
apptrade.io,,APPX,Digital Asset
chainofpoints.com,,POINTS,Decentralized Marketplace/Commerce
intellisys.ai,,MIT,"Financial Services,Investment and Trading"
peerplays.com,,PEERPLAYS,Gambling
melonport.com,,MLN,"Financial Services,Investment and Trading"
etheroll.com,,DICE,Gambling
proofsuite.com,,PRFT,
augmentorsgame.com,,DBT,"Platform,Software Development"
affchain.io,,AFF,Rewards Programs
parkapp.io,,PRK,IoT
camp.etherisc.com,,RSC,Insurance
bit.diamonds,,DMD,Currency: Reserve
darcr.us,,DAR,Blockchain Service
chronobank.io,,TIME,HR and Job Market
tokesplatform.org,,TKS,Drugs & Healthcare
pacifics.org,,PSLFX,Transportation/Logistics/Supply Chain
spectreproject.io,,SPEC,Investment and Trading
wings.ai,,WINGS,DAOs
vdice.io,,VSLICE,Gambling
golemproject.net,,GNT,"Computing,AI,Data"
ark.io,,ARK,Digital Asset
beyond-the-void.net,,NEXIUMS,Gaming Currencies
silknetwork.org,,DSLK,
komodoplatform.com,,KMD,Identity Protection/Privacy/Reputation
lykke.com,,LKK,Financial Services
ww1.declouds.com,,DS,
singulardtv.com,,SNGLS,Media/News/Content
bitgirls.io,,TOREKABU,Voting
kiboplatform.net,,KBT,Gaming Currencies
firstblood.io,,1ST,Gambling
golos.io,,GOLOS,Media/News/Content
synereo.com,,AMP,Sharing Economy: Distributed Computing
incentloyalty.com,,INCENT,
blockfreight.com,,BFT,Investment and Trading
iconomi.net,,ICN,Investment and Trading
tao.network,,TAO,Events & Entertainment
blockpay.ch,,BLKPY,Payment Systems
liberstad.com,,TM-Liberstad,Real Estate
neo.org,,ANS,Digital Asset
plutus.it,,PLUTON,"Platform,Software Development"
stratisplatform.com,,STRAT,IoT
digix.global,,DGD,Investment and Trading
elastic.pw,,XEL,Mining and Staking
lisk.io,,LSK,Payment Systems
positron.ninja,,TRON,Mining and Staking
augur.net,,REP,Prediction Market Platforms
bitcrystals.com,,BIT,Rewards Programs
skycoin.net,,SKY,Platform
bitshares.org,,BTS,Investment and Trading
bitcoin.org,,BTC,Gambling
minerva.com,,OWL,Platform
charitize.click,,CLICK,Software Development
covalentcoin.io,,VALENT,Manufacturing
datafuel.ru,,FUEL,"Energy and Utilities,Software Development"
forseti.im,,FORS,
legalorm.com,,ORM,
piligrimxxi.com,,ARCON,Travel and Tourism
pingpong.rocks,,PPT,DAOs
prizm.club,,PZM,
runcpa.com,,CPA,Marketing & Social Influencer
solidified.io,,SOL,Social Media
blindozer.ru,,UBER,Travel and Tourism
polymath.network,,PLY,DAOs
boardroom.to,,TM-BOARDROOM,Digital Asset
weifund.io,,TM-WEI,Crowdfunding/Crowdsourcing
dragonchain.com,,DRGN,DAOs
fluence.ai,,FLU,Sharing Economy: Data Storage
justmake.org,,JM,Enterprise Apps
vega.fund,,VEGA,Prediction Market Platforms
truebit.io,,TRUE,Professional Services
tokenza.com,,TKZ,"Crowdfunding/Crowdsourcing,Financial Services"
shipchain.io,,SCH,Internet and Infrastructure
rightmesh.io,,MESH,Communications/Mobile
digmus.io,,DGM,Retail
loomia.com,,TILE,Data
allincommunicator.com,,AIC,"Education,Internet and Infrastructure"
mytc.io,,TIM,"Asset Tokenization,Identity Protection/Privacy/Reputation"
cedex.com,,CED,Investment and Trading
further.network,,MUL,
lucidexchange.io,,TRDx,Investment and Trading
harbour.tokenate.io,,HRB,DAOs
abtoken.io,,ABT,Security and Protection
launch.codetract.io,,CTT,"Platform,Cryptocurrency"
magnumlink.com,,ML,Education
qorio.com,,QRO,IoT
tontinetrust.com,,TON,"Platform,Investment and Trading"
jazemcoinproyect.wixsite.com,,JCP,Enterprise Apps
metronome.io,,MTN,Decentralized Marketplace/Commerce
gonetwork.co,,GOT,DAOs
virtue.poker,,VPP,Gambling
akasha.world,,AETH,Social Media
orchidprotocol.com,,ORC,DAOs
ont.io,,ONT,DAOs
dfinity.network,,DFN,"Internet and Infrastructure,Sharing Economy: Data Storage"
olympuslabs.io,,MOT,Financial Services
omega.one,,OMT,Investment and Trading
fairtradecab.io,,FTC,Financial Services
crucoins.com,,TM-CRU,Media/News/Content
bitcoinhivemind.com,,TM-HIVE,Internet and Infrastructure
reidao.io,,REI,Real Estate
gitmoney.online,,TM-GIT,Internet and Infrastructure
zfxtoken.com,,ZFX,"Financial Services,Investment and Trading"
finixcoin.org,,FNX,"Platform,Cryptocurrency"
holo.host,,HOLO,Internet and Infrastructure
coinpennant.com,,CPT,Decentralized Marketplace/Commerce
originprotocol.com,,Origin,Decentralized Marketplace/Commerce
gems.org,,GEM,DAOs
farmatrust.io,,FTC,Financial Services
tokenstub.io,,STUB,Events & Entertainment
keep.network,,KEEP,DAOs
nucypher.com,,NKMS,Blockchain Service
cypherium.io,,CYPHER,DAOs
republicprotocol.com,,REN,Investment and Trading
irresident.io,,PRIVE,
wazecoin.io,,WAZE,Currency: Reserve
swapy.network,,SWAPY,"Data,Internet and Infrastructure,Investment and Trading"
dynamisapp.com,,RNT,Real Estate
rsk.co,,RSK,Financial Services
borgdao.org,,BRG,DAOs
zangll.io,,ZNGL,Travel and Tourism
sensusapp.co,,SNS,
ledgys.io,,RNT,Real Estate
hyperquant.net,,RNT,Real Estate
ripple.com,,XRP,Financial Services
litecoin.org,,LTC,Cryptocurrency
hubii.network,,HUB,"Decentralized Marketplace/Commerce,Media/News/Content"
picklericks.wixsite.com,,RICKS,
fota.top,,FOTA,Investment and Trading
en.tokensale.evabonbons.com,,EVA,
selfsell.com,,SSC,"Education,Cryptocurrency,Investment and Trading"
coinfix.com,,USC,Payment Systems
xtrade.io,,XTRD,"Platform,Financial Services,Investment and Trading"
lendroid.com,,LST,Social Media
swarm.city,,SWT,Decentralized Marketplace/Commerce
sexservice.io,,SSIO,Events & Entertainment
platinumtoken.club,,PNM,"Internet and Infrastructure,Investment and Trading,Travel and Tourism"
dawq.org,,DAWQ,Financial Services
geopin.network,,GIN,
networx.tech,,NWX,Network
swipecrypto.com,,SWC,
veritasmining.co,,VRTM,Cryptocurrency
musereum.org,,RNT,Real Estate
tingocoin.com,,TINGO,Agriculture
virtu.media,,VRTU,Media/News/Content
travelcoin.org,,TLC,Travel and Tourism
overview.ubiquicoin.com,,BIQP,
dealhub.network,,DEAL,"Decentralized Marketplace/Commerce,HR and Job Market"
z.cash,,ZCASH,Currency: Anonymous
oju.io,,OjuT,Travel and Tourism
thorncoin.com,,THRN,
ipfs.io,,IPFS,Sharing Economy: Data Storage
moneyrebel.io,,MRP,Financial Services
ico.tekycorp.com,,TKC,"Education,Retail,Platform"
savebitcoin.io,,BITG,Environmental Preservation/Ecology
lights.tech,,LCA,Media/News/Content
zla.io,,ZLA,Platform
prosperiprop.com,,PXT,Social Media
loyaltychain.io,,EMCL,Platform
tokensale.current.us,,CRNC,Media/News/Content
deeponion.org,,ONION,Currency: Anonymous
factom.com,,FCT,Security and Protection
vuepay.co,,VUEP,Platform
fansunite.io,,FU,Sports
byteball.org,,BYTES,"Financial Services,Payment Systems"
hadron.cloud,,Hadron,AI
consensus.ai,,SEN,AI
skywayico.com,,SWAY,Transportation/Logistics/Supply Chain
videocoin.io,,VID,IoT
data.eco,,DTA,Ad Tech
agetron.com,,AGET,Payment Systems
inbot.io,,INS,DAOs
equaltoken.io,,EQL,Platform
0chain.net,,ZCHN,Sharing Economy: Data Storage
grain.io,,GRAIN,DAOs
streamtoken.net,,STC,Investment and Trading
oceanprotocol.com,,OCN,DAOs
policypal.network,,PAL,Travel and Tourism
binkd.com,,BINK,Decentralized Exchanges
constellationlabs.io,,CLB,Transaction Fees
globalicofund.com,,GLIF,Investment and Trading
hada-dbank.com,,HADA,Financial Services
kryptopy.com,,KPY,"Platform,Communications/Mobile"
seal.network,,SEAL,Registration and Authenticity
iame.io,,IAM,Identity Protection/Privacy/Reputation
atonomi.io,,ATMI,IoT
jet8.io,,J8T,Media/News/Content
fluxproject.xyz,,FLX,Internet and Infrastructure
helbizcoin.io,,HBZ,"Transportation/Logistics/Supply Chain,Decentralized Marketplace/Commerce"
erachain.org,,ERA,
peerguess.com,,GUESS,"Platform,Cryptocurrency"
rublix.io,,RBLX,"Education,Investment and Trading,Software Development"
opencollectors.network,,ECTO,Network
ico.avaqva.com,,AVQ,Drugs & Healthcare
ico.frco.work,,EGG,
immvr.se,,IMV,Virtual Reality
monacoestate.io,,MEST,Real Estate
mymedsi.in,,MDC,Mining and Staking
buglab.io,,BGL,Cryptosecurity
pxlt-tge.leondrino.com,,PXLT,
octobase.co,,OEP,"DAOs,Investment and Trading,Software Development"
hydrogenplatform.com,,HYDRO,
tubi.top,,TUBI,Investment and Trading
candy.one,,CANDY,Social Media
shinechain.org,,SHE,Events & Entertainment
musards.org,,MUSARDS,
gymrewards.io,,GYM,Drugs & Healthcare
xiwatt.io,,XIW,Energy and Utilities
krypteum.exchange,,,Virtual Reality
aelf.io,,ELF,DAOs
getmonero.org,,XMR,
cardanohub.org,,ADA,DAOs
dimecoin.com.co,,DIME,Payment Systems
dash.org,,DASH,"Digital Asset,Payment Systems"
bytecoin.org,,BCN,
siglo.com,,SGLO,Ad Tech
culedger.com,,,Virtual Reality
heycoral.com,,REEF,Security and Protection
eco.com,,ECO,Currency: Reserve
joincivil.com,,CVL,Media/News/Content
creator.ai,,CR8,Media/News/Content
everipedia.org,,,Virtual Reality
springrole.com,,Spring,Registration and Authenticity
shivom.io,,OmiX,Drugs & Healthcare
BNFT.life,,BNFT,HR and Job Market
openfuture.io,,OPEN,Blockchain Service
decentralizedml.com,,DML,AI
evermarkets.com,,EMX,Investment and Trading
themis.network,,GET,"Agriculture, Drugs & Healthcare"
alchemint.io,,,Virtual Reality
pchain.org,,PCH,DAOs
edenchain.io,,EDN,Financial Services
akropolis.io,,AKT,Social Media
oneledger.io,,OLT,DAOs
nkn.org,,NNC,DAOs
sovrin.org,,,Virtual Reality
satoshipowered.ai,,,Virtual Reality
tides.network,,TIDE,Insurance
fr8.network,,Fr8,"DAOs,Internet and Infrastructure"
tunetoken.io,,TUNE,"Art & Music,Decentralized Marketplace/Commerce"
openplaya.io,,,Virtual Reality
seedtoken.io,,Seed,Decentralized Marketplace/Commerce
orbs.com,,ORBS,DAOs
hederahashgraph.com,,HGP,DAOs
restartenergy.io,,MWAT,Energy and Utilities
uttoken.io,,UTT,Investment and Trading
thenagacoin.com,,NGC,Financial Services
universa.io,,UTN,DAOs
ost.com,,OST,DAOs
playkey.io,,PKT,Gaming Currencies
blockmason.io,,BCPT,Financial Services
slack.streamr.com,,DATA,DAOs
getchange.com,,CAG,Financial Services
status.im,,SNT,Payment Systems
quarkchain.io,,QKC,DAOs
arcblock.io,,ABT,Security and Protection
fota.top,,FOTA,Investment and Trading
genaro.network,,GNX,Sharing Economy: Data Storage
sharering.network,,SHR,Sharing Economy: Other
nos.io,,NOS,DAOs
minds.com,,Minds,Social Media
laser.xyz,,Photon,DAOs
aion.network,,AION,Social Media
experty.io,,EXY,DAOs
enjincoin.io,,ENJ,Gaming Currencies
qlink-ico.com,,QLC,
thenagacoin.com,,NGC,Financial Services
viewchain.org,,VIEW,Social Media
foam.space,,FOAM,DAOs
fantom.foundation,,FTM,DAOs
choon.co,,NTS,Art & Music
neureal.net,,NEURON,"AI,DAOs,Prediction Market Platforms"
proxeus.com,,XES,Blockchain Service
computable.io,,,Virtual Reality
heronode.io,,HER,"Internet and Infrastructure,Software Development"
atoken.org,,ATK,Decentralized Marketplace/Commerce
piedpiper.com,,PPC,
ivykoin.com,,IVY,
d1coin.io,,D1,
trustnote.org,,TTT,Media/News/Content
idmoney.io,,IDM,
liquidtoken.vc,,,Virtual Reality
like.co,,LIKE,Real Estate
foreverhasfallen.com,,FC,Gaming Currencies
coupit.io,,COUP,Decentralized Marketplace/Commerce
spindle.zone,,SPD,Investment and Trading
skillchain.io,,SKI,Registration and Authenticity
cubomania.io,,CUBO,Education
qlink.mobi,,QLC,
appcoins.io,,APPC,Software Development
oracles.org,,POA,Smart Contract
quantstamp.com,,QSP,Security and Protection
wax.io,,WAX,Gaming Currencies
bepartof.change-bank.com,,CAG,Financial Services
centra.tech,,CTR,Financial Services
bit.game,,BGC,Financial Services
octaneum.com,,,Virtual Reality
home.bihu.com,,KEY,Identity Protection/Privacy/Reputation
ico.criptohub.com.br,,CHBR,
unikoingold.com,,UKG,Gambling
vipstarcoin.jp,,VIPS,Donation
daex.io,,DAX,
nexty.io,,NTY,
mammothblockchain.org,,MMT,
getmasari.org,,MSR,
sentinelgroup.io,,SENT,Business Services
crystaltoken.co,,CYL,Trading & Investing
brahmaos.io,,BOS,DAOs
superbloom.com,,SEED,Decentralized Marketplace/Commerce
huobi.pro,,HT,Gambling
mobius.network,,MOBI,Communications/Mobile
ac3.io,,AC3,Education
apr-coin.com,,APR,
cybereits.com,,CRE,Financial Services
tokensale.buzzshow.com,,GLDY,Media/News/Content
trip.io,,TRIO,Travel and Tourism
greenmed.io,,GRMD,"Application,Payments"
bitsum.money,,BSM,
guardium.co,,GDM,Professional Services
optimum.network,,,Virtual Reality
ecomi.com,,OMI,Cryptosecurity
apollocurrency.com,,APOLLO,Cryptocurrency
auditchain.com,,AUDT,Professional Services
smartcontainers.ch,,SMARC,Transportation/Logistics/Supply Chain
moonlight.io,,LUX,HR and Job Market
moneytoken.com,,IMT,Financial Services
evident-proof.com,,EPT,Events & Entertainment
apollodae.io,,DAE,Investment and Trading
kadena.io,,,Virtual Reality
thundertoken.com,,,Virtual Reality
bloxroute.com,,BLXR,Blockchain Service
solana.io,,,Virtual Reality
xyo.network,,XYO,Smart Contract
quietcoin.io,,,Virtual Reality
contractvault.io,,VLT,Business Services
loandex.co,,LDX,Decentralized Exchanges
mycreditchain.org,,MCC,Financial Services
blockclick.io,,BLOK,Marketing & Social Influencer
review.network,,REW,Professional Services
crowdtoken.sale,,CRTK,Decentralized Marketplace/Commerce
